instance_id,severity,task_labels,primary_label,label_count,patch_hunks_total,patch_unrelated,has_excess_patch,tests_total,tests_unrelated,has_excess_test,has_modified_tests,vague_spec_score,legitimacy,suggested_fix,mentioned_entities,recommendations 
instance_qutebrowser__qutebrowser-5cef49ff3074f9eab1da6937a141a39a20828502-v02ad04386d5238fe2d1a1be450df257370de4b6a,MODERATE,excess_tests;sneaky_edit;underspec,excess_tests,3,6,1,True,1,1,True,True,0.3000,bug,"Update `guiprocess` signal-exit reporting so the message includes the numeric status and signal name, uses `crashed` for genuine crashes such as `SIGSEGV`, uses `terminated` for controlled termination",,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 1 OFF_TOPIC assertions; 1 UNRELATED tests beyond problem scope.
instance_future-architect__vuls-01441351c3407abfc21c48a38e28828e1b504e0c,CLEAN,clean,clean,1,1,0,False,2,0,False,False,0.4000,bug,"Derive Fortinet hardware, OS, and firmware CPEs from a recognizable product prefix in the physical name (for example, FS_) together with the product name and version found in the software revision str",,VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_internetarchive__openlibrary-9bdfd29fac883e77dcbc4208cab28c06fd963ab2-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,SEVERE,approach_lock;excess_patch,excess_patch,2,12,3,True,5,0,False,True,0.5000,bug,"Update the parser so that it maps aliases to canonical fields, applies greedy field binding to subsequent terms, normalizes LCC codes for sorting, and preserves boolean operators in the output query.",,"EXCESS_PATCH: 3 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 5 circular dependency(ies) — tests [test_query_parser_fields, test_query_parser_fields, test_query_parser_fields, test_query_parser_fields, test_query_parser_fields] require UNRELATED patch hunks to pass.; VAGUE_SPEC: Problem statement has moderate ambiguity."
instance_element-hq__element-web-d405160080bbe804f7e9294067d004a7d4dad9d6-vnan,MINOR,unclear_spec,unclear_spec,1,7,0,False,5,0,False,False,0.5000,bug,"Add passphrase validation and feedback in ExportE2eKeysDialog so that the passphrase must be non-empty, meet a minimum complexity threshold, display real-time strength feedback, require matching confi",ExportE2eKeysDialog,VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_protonmail__webclients-5f0745dd6993bb1430a951c62a49807c6635cd77,SEVERE,excess_patch;approach_lock;underspec,excess_patch,3,30,1,True,3,0,False,False,0.3000,bug,,,"EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 3 circular dependency(ies) — tests [containers/payments/Bitcoin.test.tsx | should render, containers/payments/Bitcoin.test.tsx | should show loading during the initial fetching, containers/payments/Bitcoin.test.tsx | should check the token every 10 seconds] require UNRELATED patch hunks to pass."
instance_NodeBB__NodeBB-bad15643013ca15affe408b75eba9e47cc604bb2-vd59a5728dfc977f44533186ace531248c2917516,CLEAN,clean,clean,1,3,0,False,1,0,False,False,0.2000,feature_request,"Update `meta.userOrGroupExists` itself to also accept an array of slugs, return a boolean result for each slug in input order, and reject invalid/falsy slug input with `[[error:invalid-data]]`.",userOrGroupExists,No contamination signals detected.
instance_internetarchive__openlibrary-322d7a46cdc965bfabbf9500e98fde098c9d95b2-v13642507b4fc1f8d234172bf8129942da2c2ca26,MODERATE,excess_tests;sneaky_edit;underspec,excess_tests,3,9,0,False,11,3,True,True,0.4700,enhancement,"Introduce a unified `SolrUpdateState` to consolidate adds, deletes, and commits; create dedicated updater classes for works, authors, and editions; and have `update_keys()` aggregate updater results w",update_work;update_keys;AddRequest;DeleteRequest;CommitRequest;SolrUpdateRequest;SolrUpdateState,EXCESS_TEST: 3 UNRELATED tests beyond problem scope.; VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_tutao__tutanota-fe240cbf7f0fdd6744ef7bef8cb61676bcdbb621-vc4e41fd0029957297843cb9dec4a25c7c756f029,CLEAN,clean,clean,1,19,4,True,107,0,False,False,0.3000,bug,,,"EXCESS_PATCH: 4 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 107 circular dependency(ies) — tests [test/tests/api/worker/facades/LoginFacadeTest.js | test suite, test/tests/api/common/utils/LoggerTest.js | test suite, test/tests/api/common/utils/BirthdayUtilsTest.js | test suite, test/tests/api/worker/rest/EntityRestClientTest.js | test suite, test/tests/api/worker/crypto/CryptoFacadeTest.js | test suite, test/tests/api/worker/crypto/OwnerEncSessionKeysUpdateQueueTest.js | test suite, test/tests/api/worker/crypto/CompatibilityTest.js | test suite, test/tests/api/common/error/RestErrorTest.js | test suite, test/tests/api/common/error/TutanotaErrorTest.js | test suite, test/tests/api/worker/rest/RestClientTest.js | test suite, test/tests/api/worker/rest/EntityRestCacheTest.js | test suite, test/tests/api/worker/rest/EphemeralCacheStorageTest.js | test suite, test/tests/api/worker/EventBusClientTest.js | test suite, test/tests/api/worker/search/TokenizerTest.js | test suite, test/tests/api/worker/search/IndexerTest.js | test suite, test/tests/api/worker/search/IndexerCoreTest.js | test suite, test/tests/api/worker/search/ContactIndexerTest.js | test suite, test/tests/api/worker/search/GroupInfoIndexerTest.js | test suite, test/tests/api/worker/search/MailIndexerTest.js | test suite, test/tests/api/worker/search/IndexUtilsTest.js | test suite, test/tests/api/worker/search/SearchFacadeTest.js | test suite, test/tests/api/worker/search/SuggestionFacadeTest.js | test suite, test/tests/api/worker/search/SearchIndexEncodingTest.js | test suite, test/tests/serviceworker/SwTest.js | test suite, test/tests/api/worker/search/EventQueueTest.js | test suite, test/tests/api/worker/facades/MailFacadeTest.js | test suite, test/tests/api/worker/facades/CalendarFacadeTest.js | test suite, test/tests/api/worker/facades/UserFacadeTest.js | test suite, test/tests/api/worker/SuspensionHandlerTest.js | test suite, test/tests/api/worker/facades/ConfigurationDbTest.js | test suite, test/tests/api/worker/CompressionTest.js | test suite, test/tests/api/common/utils/PlainTextSearchTest.js | test suite, test/tests/api/common/utils/EntityUtilsTest.js | test suite, test/tests/api/worker/rest/CborDateEncoderTest.js | test suite, test/tests/api/worker/facades/BlobFacadeTest.js | test suite, test/tests/api/worker/facades/BlobAccessTokenFacadeTest.js | test suite, test/tests/api/worker/utils/SleepDetectorTest.js | test suite, test/tests/api/worker/rest/ServiceExecutorTest.js | test suite, test/tests/api/worker/rest/CacheStorageProxyTest.js | test suite, test/tests/contacts/VCardExporterTest.js | test suite, test/tests/contacts/VCardImporterTest.js | test suite, test/tests/misc/ClientDetectorTest.js | test suite, test/tests/misc/LanguageViewModelTest.js | test suite, test/tests/api/common/utils/CommonFormatterTest.js | test suite, test/tests/misc/FormatterTest.js | test suite, test/tests/api/worker/UrlifierTest.js | test suite, test/tests/misc/PasswordUtilsTest.js | test suite, test/tests/gui/animation/AnimationsTest.js | test suite, test/tests/gui/ThemeControllerTest.js | test suite, test/tests/api/main/EntropyCollectorTest.js | test suite, test/tests/misc/HtmlSanitizerTest.js | test suite, test/tests/mail/InboxRuleHandlerTest.js | test suite, test/tests/mail/MailUtilsSignatureTest.js | test suite, test/tests/mail/MailModelTest.js | test suite, test/tests/contacts/ContactUtilsTest.js | test suite, test/tests/contacts/ContactMergeUtilsTest.js | test suite, test/tests/calendar/CalendarModelTest.js | test suite, test/tests/calendar/CalendarUtilsTest.js | test suite, test/tests/calendar/CalendarParserTest.js | test suite, test/tests/calendar/CalendarImporterTest.js | test suite, test/tests/calendar/AlarmSchedulerTest.js | test suite, test/tests/support/FaqModelTest.js | test suite, test/tests/gui/base/WizardDialogNTest.js | test suite, test/tests/calendar/eventeditor/CalendarEventWhenModelTest.js | test suite, test/tests/calendar/eventeditor/CalendarEventWhoModelTest.js | test suite, test/tests/calendar/eventeditor/CalendarEventAlarmModelTest.js | test suite, test/tests/calendar/eventeditor/CalendarEventModelTest.js | test suite, test/tests/gui/ColorTest.js | test suite, test/tests/mail/SendMailModelTest.js | test suite, test/tests/misc/OutOfOfficeNotificationTest.js | test suite, test/tests/subscription/PriceUtilsTest.js | test suite, test/tests/subscription/SubscriptionUtilsTest.js | test suite, test/tests/subscription/CreditCardViewModelTest.js | test suite, test/tests/mail/TemplateSearchFilterTest.js | test suite, test/tests/mail/KnowledgeBaseSearchFilterTest.js | test suite, test/tests/mail/export/ExporterTest.js | test suite, test/tests/mail/export/BundlerTest.js | test suite, test/tests/api/common/utils/FileUtilsTest.js | test suite, test/tests/gui/GuiUtilsTest.js | test suite, test/tests/misc/ParserTest.js | test suite, test/tests/misc/news/items/ReferralLinkNewsTest.js | test suite, test/tests/settings/TemplateEditorModelTest.js | test suite, test/tests/settings/mailaddress/MailAddressTableModelTest.js | test suite, test/tests/settings/UserDataExportTest.js | test suite, test/tests/settings/login/secondfactor/SecondFactorEditModelTest.js | test suite, test/tests/misc/SchedulerTest.js | test suite, test/tests/misc/parsing/MailAddressParserTest.js | test suite, test/tests/misc/FormatValidatorTest.js | test suite, test/tests/settings/whitelabel/CustomColorEditorTest.js | test suite, test/tests/login/LoginViewModelTest.js | test suite, test/tests/misc/credentials/CredentialsProviderTest.js | test suite, test/tests/misc/DeviceConfigTest.js | test suite, test/tests/calendar/EventDragHandlerTest.js | test suite, test/tests/calendar/CalendarGuiUtilsTest.js | test suite, test/tests/calendar/CalendarViewModelTest.js | test suite, test/tests/misc/credentials/NativeCredentialsEncryptionTest.js | test suite, test/tests/misc/credentials/CredentialsKeyProviderTest.js | test suite, test/tests/misc/webauthn/WebauthnClientTest.js | test suite, test/tests/translations/TranslationKeysTest.js | test suite, test/tests/misc/UsageTestModelTest.js | test suite, test/tests/misc/NewsModelTest.js | test suite, test/tests/file/FileControllerTest.js | test suite, test/tests/api/worker/rest/CustomCacheHandlerTest.js | test suite, test/tests/misc/RecipientsModelTest.js | test suite, test/tests/api/worker/facades/MailAddressFacadeTest.js | test suite, test/tests/mail/model/FolderSystemTest.js | test suite, test/tests/misc/ListModelTest.js | test suite] require UNRELATED patch hunks to pass."
instance_ansible__ansible-9759e0ca494de1fd5fc2df2c5d11c57adbe6007c-v1055803c3a812189a1133297f7f5468579283f86,MODERATE,excess_tests;sneaky_edit;underspec,excess_tests,3,18,2,True,18,17,True,True,0.4000,feature_request,"Introduce a `--upgrade` option for collection installation so existing collections can be upgraded to the latest compatible versions, with dependency upgrades performed only as needed and prerelease v",,EXCESS_PATCH: 2 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 17 UNRELATED tests beyond problem scope.; VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_future-architect__vuls-50580f6e98eeb36f53f27222f7f4fdfea0b21e8d,CLEAN,clean,clean,1,5,0,False,3,0,True,False,0.3000,bug,,,EXCESS_TEST: 1 OFF_TOPIC assertions beyond problem scope.
instance_future-architect__vuls-36456cb151894964ba1683ce7da5c35ada789970,SEVERE,unclear_spec;excess_patch;excess_tests,unclear_spec,3,7,1,True,1,1,True,False,0.7300,feature_request,Create a helper function that looks for cached WpVulnDB data.,,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 1 UNRELATED tests beyond problem scope.; VAGUE_SPEC: Problem statement has significant ambiguity.
instance_flipt-io__flipt-e91615cf07966da41756017a7d571f9fc0fdbe80,SEVERE,excess_tests;excess_patch;underspec,excess_tests,3,19,8,True,2,0,True,False,0.3000,enhancement,"On export, parse attachment JSON strings and render them as native YAML structures; on import, accept YAML attachment structures and serialize them back into JSON strings for storage, with the same ha",,EXCESS_PATCH: 8 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 34 OFF_TOPIC assertions beyond problem scope.
instance_gravitational__teleport-3a5c1e26394df2cb4fb3f01147fb9979662972c5-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,MINOR,excess_patch;underspec,excess_patch,2,10,6,True,17,0,False,True,0.4000,bug,"Ensure the backend reads `KUBE_NAMESPACE` through `NamespaceEnv` and `RELEASE_NAME` through `ReleaseNameEnv`, and make NewWithClient() check that `KUBE_NAMESPACE` and `TELEPORT_REPLICA_NAME` are set, ",NewWithClient;Exists;Get;Put,"EXCESS_PATCH: 6 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 10 circular dependency(ies) — tests [TestBackend_Get/secret_does_not_exist, TestBackend_Get/secret_exists_and_key_is_present, TestBackend_Get/secret_exists_and_key_is_present_but_empty, TestBackend_Get/secret_exists_but_key_not_present, TestBackend_Put/secret_does_not_exist_and_should_be_created, TestBackend_Put/secret_exists_and_has_keys, TestBackend_Exists/secret_does_not_exist, TestBackend_Exists/secret_exists, TestBackend_Exists/secret_exists_but_generates_an_error_because_KUBE_NAMESPACE_is_not_set, TestBackend_Exists/secret_exists_but_generates_an_error_because_TELEPORT_REPLICA_NAME_is_not_set] require UNRELATED patch hunks to pass.; VAGUE_SPEC: Problem statement has moderate ambiguity."
instance_NodeBB__NodeBB-84e065752f6d7fbe5c08cbf50cb173ffb866b8fa-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,CLEAN,clean,clean,1,5,0,False,1,0,False,False,0.2000,bug,,,No contamination signals detected.
instance_future-architect__vuls-abd80417728b16c6502067914d27989ee575f0ee,SEVERE,approach_lock;excess_tests;excess_patch;underspec,underspec,4,12,2,True,6,1,True,False,0.3000,bug,,FindByFQPN;Packages,"EXCESS_PATCH: 2 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 3 OFF_TOPIC assertions; 1 UNRELATED tests beyond problem scope.; CROSS_REF: 5 circular dependency(ies) — tests [Test_redhatBase_parseRpmQfLine/permission_denied_will_be_ignored, Test_redhatBase_parseRpmQfLine/is_not_owned_by_any_package, Test_redhatBase_parseRpmQfLine/No_such_file_or_directory_will_be_ignored, Test_redhatBase_parseRpmQfLine/valid_line, Test_redhatBase_parseRpmQfLine/err] require UNRELATED patch hunks to pass."
instance_flipt-io__flipt-8bd3604dc54b681f1f0f7dd52cbc70b3024184b6,MODERATE,excess_tests;sneaky_edit;unclear_spec,excess_tests,3,7,0,False,14,0,True,True,0.4000,bug,,github.com/hashicorp/go-retryablehttp/client.go;go.flipt.io/flipt/internal/server/audit/webhook/client.go;sync/once.go;logger;Do;SendAudit;doSlow;Client;webhookClient;Once;Logger;LeveledLogger;zap.Logger,EXCESS_TEST: 3 OFF_TOPIC assertions beyond problem scope.; VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_flipt-io__flipt-2ce8a0331e8a8f63f2c1b555db8277ffe5aa2e63,MINOR,excess_patch;unclear_spec;underspec,excess_patch,3,14,3,True,1,0,True,False,0.4000,enhancement,"Handle and parse `x-flipt-accept-server-version` in gRPC middleware so the client version is available during request handling, defaulting to a safe version when the header is missing or invalid.",,EXCESS_PATCH: 3 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 1 OFF_TOPIC assertions beyond problem scope.; VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_future-architect__vuls-17ae386d1e185ba742eea4668ca77642e22b54c4,MODERATE,excess_tests;underspec,underspec,2,9,0,False,4,0,False,False,0.2000,bug,"Validate the presence of the `arch` field in Oracle Linux and Amazon Linux OVAL definitions, and if it is missing, display a clear error indicating the OVAL DB is outdated or incomplete.",,No contamination signals detected.
instance_element-hq__element-web-ee13e23b156fbad9369d6a656c827b6444343d4f-vnan,SEVERE,approach_lock;excess_patch;underspec,excess_patch,3,8,1,True,1,0,False,False,0.2000,bug,"Guard all thread-related accesses and actions when the homeserver does not support thread notifications, avoid any attempt to open the threads panel in that case, and safely handle a missing `room` pr",RoomHeaderButtons,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 1 circular dependency(ies) — tests [test/components/views/right_panel/RoomHeaderButtons-test.tsx | RoomHeaderButtons-test.tsx | does not explode without a room] require UNRELATED patch hunks to pass.
instance_element-hq__element-web-f63160f38459fb552d00fcc60d4064977a9095a6-vnan,MINOR,underspec;unclear_spec,underspec,2,4,1,True,4,0,False,False,0.5000,bug,"Adjust the `MKeyVerificationRequest` component so that it always shows a clear, consistent timeline message for `m.key.verification.request` events, and shows a visible indication when sender, room ID",MKeyVerificationRequest,"EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 4 circular dependency(ies) — tests [test/components/views/messages/MKeyVerificationRequest-test.tsx | MKeyVerificationRequest | shows an error if not wrapped in a client context, test/components/views/messages/MKeyVerificationRequest-test.tsx | MKeyVerificationRequest | shows an error if the event has no sender, test/components/views/messages/MKeyVerificationRequest-test.tsx | MKeyVerificationRequest | shows an error if the event has no room, test/components/views/messages/MKeyVerificationRequest-test.tsx | MKeyVerificationRequest | displays a request from someone else to me] require UNRELATED patch hunks to pass.; VAGUE_SPEC: Problem statement has moderate ambiguity."
instance_gravitational__teleport-96019ce0be7a2c8e36363f359eb7c943b41dde70,MINOR,underspec,underspec,1,9,0,False,6,0,False,True,0.2400,bug,`authenticate` should return `AccessDenied` only when the underlying error is an auth/authorization failure; otherwise it should wrap and return the original error type.,authenticate;AccessDenied,No contamination signals detected.
instance_qutebrowser__qutebrowser-35168ade46184d7e5b91dfa04ca42fe2abd82717-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,MINOR,underspec,underspec,1,10,0,False,7,0,False,False,0.3500,enhancement,Statically analyze Jinja2 stylesheet templates to extract the specific configuration variables referenced through the `conf.` namespace and use that information for stylesheet update decisions.,,VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_flipt-io__flipt-f36bd61fb1cee4669de1f00e59da462bfeae8765,MODERATE,excess_tests;underspec,underspec,2,6,0,False,2,1,True,False,0.2000,bug,,internal/cue/validate.go;cmd/flipt/validate.go,EXCESS_TEST: 5 OFF_TOPIC assertions; 1 UNRELATED tests beyond problem scope.
instance_qutebrowser__qutebrowser-e70f5b03187bdd40e8bf70f5f3ead840f52d1f42-v02ad04386d5238fe2d1a1be450df257370de4b6a,SEVERE,excess_tests;sneaky_edit;excess_patch,sneaky_edit,3,6,1,True,5,1,True,True,0.2000,bug,,,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 1 OFF_TOPIC assertions; 1 UNRELATED tests beyond problem scope.
instance_gravitational__teleport-46aa81b1ce96ebb4ebed2ae53fd78cd44a05da6c-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,SEVERE,excess_tests;sneaky_edit;approach_lock;underspec,excess_tests,4,9,0,False,4,3,True,True,0.4000,bug,"Sanitize or truncate unbounded string fields in the table output; specifically, truncate request reasons to a safe length, mark truncated values with a symbol such as `[*]`, and add a footnote telling",,EXCESS_TEST: 2 OFF_TOPIC assertions; 3 UNRELATED tests beyond problem scope.; VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_flipt-io__flipt-e2bd19dafa7166c96b082fb2a59eb54b4be0d778,SEVERE,approach_lock;excess_tests;excess_patch;underspec,excess_tests,4,24,12,True,7,3,True,False,0.3000,bug,Remove/correct the Go shadowing in the configuration-loading path so the intended cacher instance is assigned to the outer variable and then used by the middleware chain.,,EXCESS_PATCH: 12 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 10 OFF_TOPIC assertions; 3 UNRELATED tests beyond problem scope.
instance_qutebrowser__qutebrowser-a25e8a09873838ca9efefd36ea8a45170bbeb95c-vc2f56a753b62a190ddb23cd330c257b9cf560d12,MODERATE,excess_tests;sneaky_edit;underspec,excess_tests,3,5,0,False,21,9,True,True,0.4500,enhancement,Use structured enumeration values in SelectionInfo for selection reasons instead of free-form strings.,SelectionInfo,EXCESS_TEST: 9 UNRELATED tests beyond problem scope.; VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_navidrome__navidrome-677d9947f302c9f7bba8c08c788c3dc99f235f39,SEVERE,excess_patch;approach_lock;unclear_spec,excess_patch,3,22,13,True,1,0,False,False,0.1000,bug,Update test instantiations of `subsonic.New()` to include the new playback server parameter.,New,EXCESS_PATCH: 13 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 1 circular dependency(ies) — tests [TestSubsonicApi] require UNRELATED patch hunks to pass.
instance_qutebrowser__qutebrowser-36ade4bba504eb96f05d32ceab9972df7eb17bcc-v2ef375ac784985212b1805e1d0431dc8f1b3c171,MODERATE,excess_tests;sneaky_edit,excess_tests,2,6,0,False,10,0,True,True,0.3000,enhancement,,,EXCESS_TEST: 6 OFF_TOPIC assertions beyond problem scope.
instance_flipt-io__flipt-db1c3b100e231c62f0c90c2ab037614f20a2a63b,MINOR,underspec,underspec,1,5,0,False,1,0,False,False,0.3000,bug,,,No contamination signals detected.
instance_flipt-io__flipt-96820c3ad10b0b2305e8877b6b303f7fafdf815f,SEVERE,approach_lock;excess_tests;sneaky_edit;underspec,excess_tests,4,32,0,False,9,2,True,True,0.3000,bug,"Correctly identify whether the target registry is public or private, handle authentication challenges accordingly, automatically obtain valid credentials for that registry type, and renew credentials ",,EXCESS_TEST: 18 OFF_TOPIC assertions; 2 UNRELATED tests beyond problem scope.
instance_NodeBB__NodeBB-a917210c5b2c20637094545401f85783905c074c-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,SEVERE,approach_lock;excess_patch;underspec,excess_patch,3,6,1,True,2,0,False,False,0.2000,bug,,,"EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 2 circular dependency(ies) — tests [test/user.js | User invites after invites checks should verify installation with no errors, test/user.js | User invites after invites checks should joined the groups from invitation after registration] require UNRELATED patch hunks to pass."
instance_ansible__ansible-d9f1866249756efc264b00ff7497e92c11a9885f-v0f01c69f1e2528b935359cfe578530722bca2c59,MINOR,underspec,underspec,1,7,1,True,1,0,False,False,0.3000,bug,"Mark `safe_eval` deprecated and emit a runtime deprecation warning on use; switch internal consumers to deterministic, non-evaluating parsing; make `check_type_dict` accept JSON and simple comma- or s",safe_eval;check_type_dict;AnsibleModule;TypeError,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.
instance_flipt-io__flipt-6fd0f9e2587f14ac1fdd1c229f0bcae0468c8daa,SEVERE,approach_lock;unclear_spec;underspec,underspec,3,13,0,False,4,0,False,True,0.4000,feature_request,"Introduce a new internal store implementation for retrieving feature bundles from remote OCI registries and local directories, add digest-aware caching, reject unexpected layer media types or encoding",,VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_qutebrowser__qutebrowser-1af602b258b97aaba69d2585ed499d95e2303ac2-v2ef375ac784985212b1805e1d0431dc8f1b3c171,CLEAN,clean,clean,1,2,1,True,2,0,False,False,0.1000,bug,,:rl-rubout;:rl-filename-rubout,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.
instance_navidrome__navidrome-8383527aaba1ae8fa9765e995a71a86c129ef626,SEVERE,approach_lock;excess_patch,approach_lock,2,7,1,True,1,0,False,False,0.3000,enhancement,"Use the `refreshResource` event payload from `state.activity.refresh` together with `react-admin`'s `useRefresh` and `useDataProvider` so that empty or wildcard payloads trigger a full refresh, target",useRefresh;useDataProvider,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 1 circular dependency(ies) — tests [TestEvents] require UNRELATED patch hunks to pass.
instance_NodeBB__NodeBB-087e6020e490b4a1759f38c1ad03869511928263-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,SEVERE,approach_lock;excess_tests;excess_patch;underspec,underspec,4,7,2,True,3,0,False,False,0.3500,bug,"Handle expired or missing confirmation data gracefully, add a fallback mechanism to find the user's email from available sources, and show accurate email status in the ACP UI as validated, pending, ex",,"EXCESS_PATCH: 2 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 3 circular dependency(ies) — tests [test/user.js | User profile methods should send validation email, test/user.js | User profile methods .updateProfile() should also generate an email confirmation code for the changed email, test/user.js | User socket methods should send email confirm] require UNRELATED patch hunks to pass.; VAGUE_SPEC: Problem statement has moderate ambiguity."
instance_internetarchive__openlibrary-1894cb48d6e7fb498295a5d3ed0596f6f603b784-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,MINOR,underspec;excess_patch;unclear_spec,underspec,3,10,2,True,1,0,False,False,0.5000,bug,"Tighten MARC matching so records with missing critical metadata are not matched based only on title, and ensure deeper comparison or confidence-threshold logic is applied consistently across import fl",,EXCESS_PATCH: 2 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 1 circular dependency(ies) — tests [test_find_match_title_only_promiseitem_against_noisbn_marc] require UNRELATED patch hunks to pass.; VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_protonmail__webclients-e65cc5f33719e02e1c378146fb981d27bc24bdf4,CLEAN,clean,clean,1,39,0,False,3,0,False,False,0.3400,bug,"Defer list reloads until all item-modifying backend operations have completed; on fetch failure, retry in a controlled manner until valid data is obtained; if the server marks a response as stale, do ",,VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_internetarchive__openlibrary-798a582540019363d14b2090755cc7b89a350788-v430f20c722405e462d9ef44dee7d34c41e76fe7a,MINOR,underspec,underspec,1,14,0,False,2,0,False,True,0.4000,enhancement,Consolidate `ListMixin` into `List` so that list behavior lives directly on `List` and the relevant registrations/owner resolution work through that class.,ListMixin;List;ListChangeset,VAGUE_SPEC: Problem statement has moderate ambiguity.
instance_flipt-io__flipt-cd2f3b0a9d4d8b8a6d3d56afab65851ecdc408e8,MINOR,underspec,underspec,1,17,0,False,2,0,False,False,0.3000,feature_request,"Introduce `isoneof` and `isnotoneof` operators that compare against JSON arrays for strings and numbers, and validate that those arrays are valid JSON, contain the correct element type, and have no mo",,No contamination signals detected.
instance_gravitational__teleport-005dcb16bacc6a5d5890c4cd302ccfd4298e275d-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,SEVERE,excess_patch;excess_tests;approach_lock,excess_patch,3,14,6,True,2,0,True,False,0.3000,bug,Move `wal2json` parsing to the client side for more controlled and resilient handling of change feed messages.,,EXCESS_PATCH: 6 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 8 OFF_TOPIC assertions beyond problem scope.
instance_qutebrowser__qutebrowser-54bcdc1eefa86cc20790973d6997b60c3bba884c-v2ef375ac784985212b1805e1d0431dc8f1b3c171,SEVERE,approach_lock;excess_tests;underspec,underspec,3,3,1,True,4,2,True,False,0.2000,bug,Adjust the resource preloading/globbing logic so it works when importlib.resources.files(...) returns a zipfile.Path rather than assuming pathlib.Path-compatible glob() behavior.,setup.py;html/;javascript/;files;glob;zipfile.Path;pathlib.Path,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 2 OFF_TOPIC assertions; 2 UNRELATED tests beyond problem scope.
instance_future-architect__vuls-e049df50fa1eecdccc5348e27845b5c783ed7c76-v73dc95f6b90883d8a87e01e5e9bb6d3cc32add6d,MODERATE,excess_tests;underspec,underspec,2,40,4,True,5,4,True,False,0.3000,feature_request,Add a dedicated field to the core vulnerability data model for a list of KEV entries and populate that field directly on the vulnerability object.,,EXCESS_PATCH: 4 hunk(s) modify code unrelated to the problem description.; EXCESS_TEST: 4 UNRELATED tests beyond problem scope.
instance_NodeBB__NodeBB-0c81642997ea1d827dbd02c311db9d4976112cd4-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,SEVERE,excess_patch;approach_lock,excess_patch,2,5,1,True,1,0,False,False,0.1000,bug,Update the topic ID (TID) stored in queued post data during the topic merge process so queued posts point to the new merged topic.,,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.; CROSS_REF: 1 circular dependency(ies) — tests [test/posts.js | Post's post queue should update queued post's topic if target topic is merged] require UNRELATED patch hunks to pass.
instance_qutebrowser__qutebrowser-34a13afd36b5e529d553892b1cd8b9d5ce8881c4-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24,MODERATE,sneaky_edit;underspec,underspec,2,6,1,True,1,0,False,True,0.3000,bug,"Handle errors from reading or seeking in the file by raising a parsing error in those cases, and always write a debug log message with the detected versions when parsing is successful.",OSError;OverflowError,EXCESS_PATCH: 1 hunk(s) modify code unrelated to the problem description.
