instance_id,severity,triage_priority,combined_score,primary_label,all_labels,label_count,plain_english,core_requirement,ep_score,et_score,vs_score,patch_hunks,test_breakdown,has_modified_tests,ambiguity_score,evidence_summary
django__django-15629,MODERATE,2,0.5178,mispatch_overpatch,"mispatch_overpatch, mispatch_ancillary_bundling",2,"[mispatch_overpatch] The gold patch includes functional changes beyond what the problem asks for. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix.","Ensure that when a primary key field uses `db_collation`, the corresponding foreign key columns referencing it are altered/created with the same collation so MySQL can create the FK constraints successfully.",0.25,0.0,0.4,4R/1A/1U,2A/0T/0U,False,0.4,[mispatch_overpatch] GOLD PATCH ANALYSIS marks hunk 0 in `django/db/backends/sqlite3/schema.py` as UNRELATED (conf=0.77) to the MySQL FK-collation propagation issue described in the problem statement. || [mispatch_ancillary_bundling] GOLD PATCH ANALYSIS marks hunk 0 in `django/db/backends/oracle/features.py` as ANCILLARY (conf=0.72).
django__django-11276,MODERATE,2,0.5171,scope_expansion,"mispatch_ancillary_bundling, scope_expansion",2,"[mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [scope_expansion] The fix changes a parent class or broader API than the problem describes -- wider blast radius.",Replace Django’s custom implementation of django.utils.html.escape() with Python’s standard-library html.escape() to eliminate duplicated logic.,0.4167,0.0,0.3,1R/5A/0U,26A/0T/0U,False,0.3,"[mispatch_ancillary_bundling] GOLD PATCH ANALYSIS: 6 hunks total, with 1 REQUIRED and 5 marked ANCILLARY. || [scope_expansion] Problem statement scope: “Use Python stdlib html.escape() to in django.utils.html.escape()”."
sphinx-doc__sphinx-7590,MODERATE,2,0.5169,mispatch_overpatch,"mispatch_overpatch, mispatch_ancillary_bundling, mistest_undertest",3,"[mispatch_overpatch] The gold patch includes functional changes beyond what the problem asks for. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass.",Extend Sphinx’s C++ domain parser so it accepts C++ user-defined literals (UDLs) in constant/variable initializers without emitting an “Invalid definition” warning.,0.3214,0.0,0.5,8R/3A/3U,1A/0T/0U,False,0.5,[mispatch_overpatch] GOLD PATCH ANALYSIS marks 3 hunks in sphinx/domains/cpp.py as UNRELATED (Hunk 2: refactor of cpp:parent_key assignment; Hunks 4-5: added TODO comments in get_id()). || [mispatch_ancillary_bundling] GOLD PATCH ANALYSIS marks 3 hunks as ANCILLARY (imports/regex plumbing in sphinx/domains/c.py and sphinx/domains/cpp.py; new float suffix regex/comment in sphinx/util/cfamily.py). || [mistest_undertest] F2P TEST ANALYSIS shows only 1 test ('test_expressions') and 1 assertion total for the entire feature.
django__django-15503,MODERATE,2,0.513,desc_incomplete,"desc_incomplete, desc_hidden_in_hints, mistest_undertest",3,"[desc_incomplete] The problem is missing key information -- no repro steps, no affected file, or ambiguous requirements. | [desc_hidden_in_hints] Critical solution info (function names, root cause) appears only in the hints text, not the main problem. | [mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass.","Fix JSONField lookups `has_key`, `has_keys`, and `has_any_keys` so they correctly match JSON object keys that are numeric strings (e.g., '1111') on SQLite, MySQL, and Oracle backends.",0.0,0.0,0.3,6R/0A/0U,2A/0T/0U,False,0.3,"[desc_incomplete] Problem statement example and failure only cover `data__has_key='1111'` on SQLite and contrasts with PostgreSQL, but does not mention MySQL/Oracle or `has_keys`/`has_any_keys` despite the task title c || [desc_hidden_in_hints] Hints text: “I reproduce this issue on SQLite, MySQL, and Oracle... uses compile_json_path() ... uses array paths for integers. We shouldn't use array paths for these lookups.” || [mistest_undertest] F2P tests listed: `test_has_key_number` and `test_has_keys`; no listed test for `has_any_keys` even though the benchmark’s stated intent includes it."
pytest-dev__pytest-10356,MODERATE,2,0.504,mistest_overtest,mistest_overtest,1,[mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests.,Fix pytest’s class mark collection so that a test class inheriting from multiple marked base classes receives marks from all relevant bases (respecting MRO) instead of losing one base class’s marks.,0.0,0.5,0.5,2R/0A/0U,1A/0T/0U,False,0.5,"[mistest_overtest] F2P test includes an OFF_TOPIC assertion: `assert get_unpacked_marks(C, consider_mro=False) == [xfail('c').mark]`"
scikit-learn__scikit-learn-13142,MODERATE,2,0.504,mistest_overtest,mistest_overtest,1,[mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests.,"Fix GaussianMixture so that fit_predict(X) returns the same labels as predict(X) after fitting, even when n_init > 1.",0.0,1.0,0.3,2R/0A/0U,1A/0T/1U,False,0.3,[mistest_overtest] F2P adds/runs `test_bayesian_mixture_fit_predict_n_init` marked UNRELATED to the stated issue (problem statement is specifically about `GaussianMixture`).
sphinx-doc__sphinx-8551,MODERATE,2,0.5018,mistest_overtest,"mistest_undertest, mistest_overtest",2,[mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass. | [mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests.,"Fix implicit cross-references generated by Python info fields (:type:, :rtype:, and the type part of :param:) so that unqualified type names are resolved like explicit xref roles, respecting the current module context instead of triggering ambiguous lookups across all modules.",0.0,1.0,0.3,2R/0A/0U,0A/0T/1U,False,0.3,"[mistest_undertest] F2P test suite contains only `test_info_field_list`, classified as UNRELATED to the stated bug. || [mistest_overtest] `test_info_field_list` asserts detailed doctree node layouts/indices (multiple `assert_node(doctree[...])` shape checks) rather than the specific resolution/warning behavior described in the issue."
scikit-learn__scikit-learn-14053,MODERATE,2,0.4957,mistest_overtest,"mistest_undertest, mistest_overtest",2,[mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass. | [mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests.,Fix `sklearn.tree.export.export_text` so it does not raise `IndexError` when exporting a decision tree trained on data with only a single feature.,0.0,1.0,0.2,1R/0A/0U,0A/1T/0U,False,0.2,"[mistest_undertest] F2P TEST ANALYSIS: only 1 test `test_export_text`, and both assertions are marked OFF_TOPIC (0/2 ON_TOPIC). || [mistest_overtest] OFF_TOPIC assertions: `assert export_text(reg, decimals=1, ...)` and `assert export_text(reg, decimals=1, show_weights=True, ...)`"
sphinx-doc__sphinx-8269,MODERATE,2,0.495,mistest_customtest,mistest_customtest,1,[mistest_customtest] Tests are so specific to the gold patch's approach that other equally valid solutions would fail.,"Fix Sphinx linkcheck so that when linkcheck_anchors=True and the HTTP request returns an error status (e.g., 404/500), linkcheck reports the HTTP error rather than “Anchor not found”.",0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,[mistest_customtest] F2P assertion: `assert content == 'index.rst:1: [broken] http://localhost:7777/#anchor: 500 Server Error: Internal Server Error for url:'`
pydata__xarray-6938,MODERATE,2,0.4927,mispatch_overpatch,"mispatch_ancillary_bundling, mispatch_overpatch, mistest_undertest",3,"[mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [mispatch_overpatch] The gold patch includes functional changes beyond what the problem asks for. | [mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass.","Fix `Dataset.swap_dims()` so that calling it does not mutate the original Dataset (specifically, it must not change the `.dims` of variables in the input object).",0.5833,0.0,0.4,1R/3A/2U,1A/0T/0U,False,0.4,"[mispatch_ancillary_bundling] Gold patch analysis marks 3/6 hunks as ANCILLARY: dataset.py adds only a local type annotation (`var: Variable`), and variable.py adds typing imports/return annotations and `_dims`-based refactors not || [mispatch_overpatch] Gold patch analysis marks 2/6 hunks as UNRELATED: return type annotations to `IndexVariable.level_names` and `IndexVariable.name` getter/setter, with no runtime effect on `swap_dims()` or copy/mutatio || [mistest_undertest] F2P test suite contains only one test: `test_to_index_variable_copy`."
django__django-15382,MODERATE,2,0.4916,desc_hidden_in_hints,"desc_hidden_in_hints, desc_incomplete",2,"[desc_hidden_in_hints] Critical solution info (function names, root cause) appears only in the hints text, not the main problem. | [desc_incomplete] The problem is missing key information -- no repro steps, no affected file, or ambiguous requirements.",Fix Django’s query construction so that filtering with a negated Exists() subquery built from an empty queryset does not collapse the entire WHERE clause into an EmptyResultSet.,0.0,0.0,0.4,1R/0A/0U,1A/0T/0U,False,0.4,"[desc_hidden_in_hints] HINTS TEXT provides an explicit proposed patch, including exact code to add: `except EmptyResultSet: if self.negated: return '%s = %s', (1, 1)` in `Exists.as_sql`. || [desc_incomplete] Problem statement only demonstrates the failure (`qs` is empty and `print(qs.query)` shows `EmptyResultSet`) and notes the WHERE block is missing, but does not clearly specify the intended semantic ou"
django__django-11885,MODERATE,2,0.4908,scope_expansion,"mispatch_ancillary_bundling, scope_expansion",2,"[mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [scope_expansion] The fix changes a parent class or broader API than the problem describes -- wider blast radius.","Update Django’s deletion.Collector fast-delete logic to combine multiple DELETE queries targeting the same table into a single query (e.g., by OR-ing conditions) to reduce database roundtrips during CASCADE emulation.",0.45,0.0,0.4,1R/9A/0U,1A/0T/0U,False,0.4,[mispatch_ancillary_bundling] Gold patch analysis reports 10 hunks total with only 1 REQUIRED and 9 ANCILLARY. || [scope_expansion] Hunk in django/contrib/admin/utils.py modifies related_objects() override to match a changed base-class method signature.
sympy__sympy-13798,MODERATE,2,0.49,mistest_overtest,mistest_overtest,1,[mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests.,"Allow `sympy.printing.latex.latex()` to accept an arbitrary user-supplied LaTeX string for the `mul_symbol` keyword argument (e.g., `\,`), instead of restricting it to a fixed set of four predefined choices, while remaining backward-compatible.",0.0,0.8,0.35,1R/0A/0U,0A/1T/0U,False,0.35,"[mistest_overtest] F2P test `test_latex_basic` includes an OFF_TOPIC assertion: `assert latex(1.5*3**x, mul_symbol='\\,') == r""1.5 \cdot 3^{x}""`."
django__django-11728,MODERATE,2,0.481,mispatch_overpatch,"mispatch_overpatch, mispatch_ancillary_bundling",2,"[mispatch_overpatch] The gold patch includes functional changes beyond what the problem asks for. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix.",Fix Django’s `simplify_regexp()`/`replace_named_groups()` so that a named capturing group at the very end of a URL regex is replaced correctly even when the pattern does not end with a trailing '/'.,0.5,0.0,0.3,2R/2A/2U,2A/0T/0U,False,0.3,"[mispatch_overpatch] Gold patch includes behavior changes to `replace_unnamed_groups()` (Hunks 4 and 5 in `django/contrib/admindocs/utils.py`), while the problem statement and core requirement are specifically about `simp || [mispatch_ancillary_bundling] Gold patch updates docstrings with additional examples in `replace_named_groups()` (Hunk 0) without affecting runtime behavior."
pytest-dev__pytest-5809,MODERATE,2,0.48,mistest_sneaky_modification,mistest_sneaky_modification,1,[mistest_sneaky_modification] A pre-existing test was quietly modified to check new behavior not mentioned in the problem.,"Change pytest’s `--pastebin` submission to bpaste.net to use a non-Python lexer (e.g., `text`) instead of `python3` to avoid HTTP 400 errors for some uploaded contents.",0.0,0.0,0.2,1R/0A/0U,1A/0T/0U,True,0.2,"[mistest_sneaky_modification] F2P TEST ANALYSIS: ""Has modified tests: True"""
sphinx-doc__sphinx-9591,MODERATE,2,0.48,mistest_sneaky_modification,mistest_sneaky_modification,1,[mistest_sneaky_modification] A pre-existing test was quietly modified to check new behavior not mentioned in the problem.,"Ensure Sphinx generates cross-references for documented types appearing in a property's return type annotation (e.g., `@property def end(self) -> Point`).",0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,True,0.3,"[mistest_sneaky_modification] F2P TEST ANALYSIS: ""Has modified tests: True"""
sympy__sympy-18763,MODERATE,2,0.48,mistest_sneaky_modification,mistest_sneaky_modification,1,[mistest_sneaky_modification] A pre-existing test was quietly modified to check new behavior not mentioned in the problem.,"Fix LaTeX printing of `Subs` so that the substituted expression is correctly parenthesized (e.g., wrap `-x + y` in parentheses) when rendered inside the `\left. ... \right|_{...}` notation.",0.0,0.0,0.4,1R/0A/0U,1A/0T/0U,True,0.4,"[mistest_sneaky_modification] F2P TEST ANALYSIS: ""Has modified tests: True"""
sympy__sympy-23824,MODERATE,2,0.48,mistest_sneaky_modification,mistest_sneaky_modification,1,[mistest_sneaky_modification] A pre-existing test was quietly modified to check new behavior not mentioned in the problem.,Fix `sympy.physics.hep.gamma_matrices.kahane_simplify()` so it does not reverse the order of leading (uncontracted) gamma matrices when simplifying products containing contracted gamma pairs.,0.0,0.0,0.2,1R/0A/0U,1A/0T/0U,True,0.2,"[mistest_sneaky_modification] F2P TEST ANALYSIS indicates an existing test was modified: Test 'test_kahane_simplify1': modified=True (mod_aligned=True), rather than adding a new dedicated regression test."
django__django-10999,MODERATE,2,0.4784,mispatch_overpatch,"mispatch_underpatch, mispatch_overpatch",2,"[mispatch_underpatch] The gold patch doesn't fully fix the stated problem, yet tests still pass. | [mispatch_overpatch] The gold patch includes functional changes beyond what the problem asks for.",Update `parse_duration()`’s `standard_duration_re` so it matches and parses standard-format durations with negative minute/second components when an hours component is present.,1.0,0.0,0.3,0R/0A/1U,2A/0T/0U,False,0.3,"[mispatch_underpatch] Problem statement + intent extraction require changing `standard_duration_re` hours-group lookahead from `(?=\d+:\d+)` to allow optional minus signs (e.g., `(?=-?\d+:-?\d+)`). || [mispatch_overpatch] GOLD PATCH ANALYSIS: Hunk 0 in `django/utils/dateparse.py` is marked UNRELATED (conf=0.92)."
django__django-15525,MODERATE,2,0.4752,desc_hidden_in_hints,"desc_hidden_in_hints, desc_incomplete",2,"[desc_hidden_in_hints] Critical solution info (function names, root cause) appears only in the hints text, not the main problem. | [desc_incomplete] The problem is missing key information -- no repro steps, no affected file, or ambiguous requirements.","Fix `loaddata` so that deserializing fixtures into a non-default database works when a model’s `natural_key()` implementation traverses foreign keys (e.g., `Book.natural_key()` calling `self.author.natural_key()`).",0.0,0.0,0.4,1R/0A/0U,1A/0T/0U,False,0.4,"[desc_hidden_in_hints] Hints text provides a near-complete fix: in `django/core/serializers/base.py build_instance()` create `obj = Model(**data)`, set `obj._state.db = db`, then call `obj.natural_key()`. || [desc_incomplete] Problem statement: “loaddata fails on non-default database when natural keys uses foreign keys.” but does not state the expected internal behavior/contract (that `natural_key()` evaluation during dese"
django__django-12273,MODERATE,2,0.468,desc_incomplete,"desc_incomplete, desc_hidden_in_hints",2,"[desc_incomplete] The problem is missing key information -- no repro steps, no affected file, or ambiguous requirements. | [desc_hidden_in_hints] Critical solution info (function names, root cause) appears only in the hints text, not the main problem.",Ensure that setting a primary key to None on a multi-table inheritance child model instance causes save() to create a new row instead of overwriting the existing object.,0.0,0.0,0.4,1R/0A/0U,2A/0T/0U,False,0.4,"[desc_incomplete] Problem statement only says “setting the primary key to None does not work (so that the existing object is overwritten on save())” but doesn’t clearly specify the desired invariant (e.g., INSERT a new || [desc_hidden_in_hints] Hints provide the critical implementation insight and essentially the solution: modifying Model._set_pk_val to walk parent_link fields and set each parent pointer to None (the provided diff in the hin"
pydata__xarray-3993,MODERATE,2,0.4639,desc_incomplete,"mispatch_ancillary_bundling, mistest_undertest, desc_incomplete",3,"[mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass. | [desc_incomplete] The problem is missing key information -- no repro steps, no affected file, or ambiguous requirements.",Make `DataArray.integrate` use a `coord` argument (consistent with `Dataset.integrate` and `differentiate`) instead of the current inconsistent `dim` argument.,0.3,0.3,0.5,2R/3A/0U,0A/2T/0U,False,0.5,"[mispatch_ancillary_bundling] GOLD PATCH ANALYSIS: 5 hunks total, with 3 marked ANCILLARY (docstring/typing/wording changes) beyond the core `DataArray.integrate` keyword rename. || [mistest_undertest] F2P TEST ANALYSIS: both tests named `test_integrate` are classified as TANGENTIAL, with 0 tests classified as ALIGNED. || [desc_incomplete] Problem statement explicitly raises ambiguity: ""The only question is whether it requires a deprecation cycle?"" without specifying the expected backward-compatibility behavior."
matplotlib__matplotlib-25311,MODERATE,2,0.4588,mistest_overtest,"mistest_overtest, mistest_undertest",2,[mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests. | [mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass.,Fix Matplotlib so that a Figure containing a draggable legend (or draggable annotation) can be pickled successfully.,0.0,0.0,0.3,2R/0A/0U,1A/0T/0U,False,0.3,"[mistest_overtest] F2P assertion inspects pickle internals: `assert ""FigureCanvasAgg"" not in [arg for op, arg, pos in pickletools.genops(pkl)]` || [mistest_undertest] Problem statement: ""Same error comes for draggable annotations."""
django__django-16032,MODERATE,2,0.4551,scope_expansion,"mispatch_ancillary_bundling, scope_expansion",2,"[mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [scope_expansion] The fix changes a parent class or broader API than the problem describes -- wider blast radius.","Fix `__in` subquery handling so that when the RHS is a `QuerySet` that has `.annotate()` and then `.alias()`, Django still reduces the subquery to a single selected column (the model PK) instead of leaving multiple selected columns.",0.2,0.0,0.3,3R/2A/0U,2A/0T/0U,False,0.3,"[mispatch_ancillary_bundling] GOLD PATCH ANALYSIS marks two hunks in django/db/models/sql/query.py as ANCILLARY: adding a new Query attribute (has_select_fields = False) and removing the prior Query.has_select_fields property. || [scope_expansion] Gold patch changes django/db/models/sql/query.py by introducing a new Query instance attribute `has_select_fields` and removing the `has_select_fields` dynamic property, impacting Query behavior beyon"
sphinx-doc__sphinx-7748,MODERATE,2,0.4478,desc_incomplete,"desc_incomplete, mispatch_ancillary_bundling, mistest_undertest",3,"[desc_incomplete] The problem is missing key information -- no repro steps, no affected file, or ambiguous requirements. | [mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass.","Extend Sphinx autodoc’s `autodoc_docstring_signature` feature to extract and use multiple signatures from the beginning of a docstring (to support overloaded methods), not only the first signature.",0.125,0.15,0.6,3R/1A/0U,1A/1T/0U,False,0.6,"[desc_incomplete] Problem statement: “Currently, `autodoc_docstring_signature` can only pick up the first one. It would be nice to be able to pick up all of them.” (does not specify how multiple signatures should be re || [mispatch_ancillary_bundling] GOLD PATCH ANALYSIS: Hunk 1 in `sphinx/ext/autodoc/__init__.py` is marked ANCILLARY and “only changes how `get_doc()` checks/returns the cached `_new_docstrings` value ... It does not itself implement || [mistest_undertest] F2P TEST ANALYSIS: “Assertions: 1” despite the feature affecting parsing multiple leading signatures and rendering/formatting."
django__django-13121,MODERATE,2,0.4454,scope_expansion,"mispatch_ancillary_bundling, scope_expansion",2,"[mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [scope_expansion] The fix changes a parent class or broader API than the problem describes -- wider blast radius.","Fix DurationField-only arithmetic expressions (e.g., DurationField + timedelta) so they work on SQLite and MySQL without crashing during result conversion.",0.1667,0.0,0.4,6R/3A/0U,1A/0T/0U,False,0.4,"[mispatch_ancillary_bundling] Gold patch includes ANCILLARY hunks unrelated to the failing SQLite/MySQL DurationField expression conversion: removing the abstract `BaseDatabaseOperations.date_interval_sql()` stub (django/db/backen || [scope_expansion] Gold patch removes `BaseDatabaseOperations.date_interval_sql()` from the base backend API (django/db/backends/base/operations.py), affecting the broader backend operations interface beyond SQLite/MySQ"
sphinx-doc__sphinx-7910,MODERATE,2,0.442,desc_hidden_in_hints,"mispatch_ancillary_bundling, desc_hidden_in_hints",2,"[mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [desc_hidden_in_hints] Critical solution info (function names, root cause) appears only in the hints text, not the main problem.","Fix Sphinx autodoc/napoleon so that a class `__init__` method is documented when `napoleon_include_init_with_doc = True` even if `__init__` is wrapped by a decorator (e.g., using `functools.wraps`).",0.25,0.0,0.4,1R/1A/0U,1A/0T/0U,False,0.4,"[mispatch_ancillary_bundling] GOLD PATCH ANALYSIS: Hunk 0 [sphinx/ext/napoleon/__init__.py] marked ANCILLARY (conf=0.95) — ""__init__.py hunk with only import/export changes"" || [desc_hidden_in_hints] Problem statement focuses on: ""if I decorate the __init__ method, it will not show up in docs"" and explains failure via obj.__globals__ lookup for the owning class."
sphinx-doc__sphinx-7462,MODERATE,2,0.4411,scope_expansion,"scope_expansion, mistest_undertest",2,[scope_expansion] The fix changes a parent class or broader API than the problem describes -- wider blast radius. | [mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass.,Fix Sphinx’s Python domain annotation unparsing so that an empty-tuple type annotation written as `Tuple[()]` does not raise `IndexError: pop from empty list` during documentation builds.,0.0,0.5,0.3,2R/0A/0U,1A/0T/1U,False,0.3,"[scope_expansion] Gold patch modifies two files: the reported crash site `sphinx/domains/python.py` (unparse logic) and additionally `sphinx/pycode/ast.py` (separate AST-unparse component). || [mistest_undertest] F2P test analysis shows only 1 ON_TOPIC assertion total (in `test_parse_annotation`): `assert_node(doctree, ([pending_xref, ""Tuple""], ...)`."
django__django-15268,MODERATE,2,0.4408,scope_expansion,"mispatch_ancillary_bundling, scope_expansion",2,"[mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [scope_expansion] The fix changes a parent class or broader API than the problem describes -- wider blast radius.",Teach Django’s migration optimizer to collapse redundant sequences of AlterFooTogether operations (AlterUniqueTogether / AlterIndexTogether) so that constraints aren’t removed and then re-added when a single final operation would suffice.,0.25,0.0,0.5,1R/1A/0U,3A/0T/0U,False,0.5,"[mispatch_ancillary_bundling] GOLD PATCH ANALYSIS: Hunk 0 [django/db/migrations/operations/models.py] is marked ANCILLARY and described as a refactor of ModelOperation.reduce() that delegates “can I reduce through …” logic. || [scope_expansion] GOLD PATCH ANALYSIS: Hunk 0 changes ModelOperation.reduce(), which is a shared/parent-level reduction mechanism used by many model operations, not just AlterUniqueTogether/AlterIndexTogether."
astropy__astropy-7671,MODERATE,2,0.44,mistest_sneaky_modification,mistest_sneaky_modification,1,[mistest_sneaky_modification] A pre-existing test was quietly modified to check new behavior not mentioned in the problem.,Fix `astropy.utils.minversion` so it can compare versions involving a `dev` suffix (e.g. `1.14dev`) without raising a `TypeError`.,0.25,0.0,0.4,1R/1A/0U,1A/0T/0U,True,0.4,"[mistest_sneaky_modification] F2P TEST ANALYSIS reports: ""Has modified tests: True"""
django__django-13158,MODERATE,2,0.44,desc_hidden_in_hints,"desc_hidden_in_hints, desc_incomplete",2,"[desc_hidden_in_hints] Critical solution info (function names, root cause) appears only in the hints text, not the main problem. | [desc_incomplete] The problem is missing key information -- no repro steps, no affected file, or ambiguous requirements.","Fix `QuerySet.none()` behavior for querysets produced by combined queries (specifically `union()`), which currently behave as if they include all results instead of none.",0.0,0.0,0.4,2R/0A/0U,1A/0T/0U,False,0.4,"[desc_hidden_in_hints] Problem statement describes the symptom in a ModelMultipleChoiceField with a union() queryset: submitting the form empty adds ALL objects from the queryset, but does not mention QuerySet.none(). || [desc_incomplete] Problem statement focuses on admin form behavior and queryset union() vs OR-filtering, but does not state that empty submissions trigger a .none() call path or that the intended fix is at the QuerySet"
matplotlib__matplotlib-24026,MODERATE,2,0.44,mistest_sneaky_modification,mistest_sneaky_modification,1,[mistest_sneaky_modification] A pre-existing test was quietly modified to check new behavior not mentioned in the problem.,Fix `Axes.stackplot` so that passing color cycle references like `'C2'` in the `colors=` argument works and `stackplot` does not modify the Axes property cycler.,0.1667,0.0,0.3,2R/1A/0U,2A/0T/0U,True,0.3,"[mistest_sneaky_modification] F2P TEST ANALYSIS: ""Has modified tests: True"""
django__django-13346,MODERATE,2,0.4285,desc_incomplete,"desc_incomplete, desc_hidden_in_hints",2,"[desc_incomplete] The problem is missing key information -- no repro steps, no affected file, or ambiguous requirements. | [desc_hidden_in_hints] Critical solution info (function names, root cause) appears only in the hints text, not the main problem.","Fix the JSONField key-transform `__in` lookup so it works correctly on MySQL, Oracle, and SQLite.",0.0,0.0,0.4,2R/0A/0U,2A/0T/0U,False,0.4,"[desc_incomplete] Problem statement: ""On MySQL, Oracle, and SQLite, __in lookup doesn't work on key transforms."" (no mention that it only fails for single-element lists, nor Oracle string-specific behavior) || [desc_hidden_in_hints] Hints text contains critical reproduction detail: ""only occurs if the length of the list ... only contains one element"""
sympy__sympy-19346,MODERATE,2,0.4246,mistest_overtest,"mistest_undertest, mistest_overtest",2,[mistest_undertest] Tests don't fully cover the problem. A partial or wrong fix could still pass. | [mistest_overtest] Tests check things BEYOND what the problem asked for. An agent solving only the stated problem would fail extra tests.,"Fix `sympy.srepr` so it serializes elements inside Python `set` and `dict` containers using `srepr` for the contained SymPy objects, instead of emitting their plain `str`/`repr` forms.",0.0,0.25,0.5,1R/0A/0U,1A/0T/0U,False,0.5,"[mistest_undertest] Problem statement explicitly reports incorrect behavior for both `set` and `dict` (examples: `srepr({x, y})` and `srepr({x: y})`). || [mistest_overtest] [OFF_TOPIC] assertion in `test_dict`: `assert srepr(d) == '{}'` (empty dict case)."
matplotlib__matplotlib-26342,MODERATE,2,0.4233,scope_expansion,"mispatch_ancillary_bundling, scope_expansion",2,"[mispatch_ancillary_bundling] The gold patch bundles cleanup (whitespace, imports, docstrings) alongside the actual fix. | [scope_expansion] The fix changes a parent class or broader API than the problem describes -- wider blast radius.","Add a public API on Matplotlib's ContourSet to replace all stored paths at once (i.e., implement `ContourSet.set_paths(...)`).",0.25,0.0,0.3,1R/1A/0U,1A/0T/0U,False,0.3,[mispatch_ancillary_bundling] GOLD PATCH ANALYSIS: Hunks=2 with Hunk 1 classified as ANCILLARY: “This hunk removes an existing `set_paths()` implementation from a collection class in `collections.py`… acceptance criteria are speci || [scope_expansion] GOLD PATCH ANALYSIS: Hunk 1 removes an existing `set_paths()` implementation from a (non-ContourSet) collection class in `lib/matplotlib/collections.py`.
django__django-15127,MODERATE,2,0.4228,desc_incomplete,"desc_incomplete, desc_hidden_in_hints",2,"[desc_incomplete] The problem is missing key information -- no repro steps, no affected file, or ambiguous requirements. | [desc_hidden_in_hints] Critical solution info (function names, root cause) appears only in the hints text, not the main problem.",Ensure that message level-to-tag mappings (LEVEL_TAGS / MESSAGE_TAGS) are refreshed when tests use @override_settings so Message.level_tag reflects the overridden tags.,0.0,0.0,0.4,1R/0A/0U,1A/0T/0U,False,0.4,[desc_incomplete] Problem statement: “LEVEL_TAGS not updated when using @override_settings … Message.level_tag property results to be an empty string” does not name the relevant setting (MESSAGE_TAGS) or explain that L || [desc_hidden_in_hints] Hints text explicitly provides critical root-cause info: “LEVEL_TAGS is a constant defined in the django.contrib.messages.storage.base module that's why it needs to be updated after changing MESSAGE_T
django__django-11999,MODERATE,2,0.42,desc_misleading,desc_misleading,1,[desc_misleading] The problem description actively points toward a wrong approach or incorrect root cause.,Allow user-defined `get_<field>_display()` methods on Django models to override the auto-generated `get_FIELD_display()` method in Django 2.2+ (restoring Django 2.1 behavior).,0.0,0.0,0.2,1R/0A/0U,1A/0T/0U,False,0.2,"[desc_misleading] Problem statement claims overriding get_foo_bar_display() ""works in version 2.1"" and fails in 2.2+ (""This returns 'foo' or 'bar' in 2.2, but 'something' in 2.1"")."
django__django-14500,MODERATE,2,0.42,desc_misleading,desc_misleading,1,[desc_misleading] The problem description actively points toward a wrong approach or incorrect root cause.,"Fix MigrationExecutor so that when unapplying a squashed migration (with its replaced migration files still present), the squashed migration itself is also recorded as unapplied.",0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,"[desc_misleading] Problem statement: ""When unapplying a squashed migration ... mark the squash migration as unapplied, too, not only the replaced migrations."""
