instance_id,severity,combined_score,excess_patch_score,excess_test_score,vague_spec_score,task_labels,primary_label,label_count,patch_hunks_total,patch_required,patch_ancillary,patch_unrelated,tests_total,tests_aligned,tests_tangential,tests_unrelated,assertions_total,assertions_on_topic,assertions_off_topic,recommendations
django__django-9296,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
matplotlib__matplotlib-13989,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,2,2,0,No contamination signals detected. Evaluation criteria appear fair.
matplotlib__matplotlib-14623,SEVERE,0.8722,0.4167,0.0000,0.3000,mistest_sneaky_modification;mispatch_ancillary_bundling;scope_expansion;mispatch_overpatch,mistest_sneaky_modification,4,6,2,3,1,1,1,0,0,1,1,0,EXCESS_PATCH: 1/6 hunk(s) modify code unrelated to the problem description. Agents should not be required to reproduce these changes.
matplotlib__matplotlib-20488,SEVERE,0.7179,0.0000,0.6500,0.5000,mistest_sneaky_modification;desc_incomplete,mistest_sneaky_modification,2,1,1,0,0,2,0,1,1,1,0,0,EXCESS_TEST: 1 F2P test(s) are entirely unrelated to the described problem.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
matplotlib__matplotlib-20676,SEVERE,0.8298,0.0000,1.0000,0.2000,mistest_overtest;mistest_customtest,mistest_overtest,2,1,1,0,0,2,0,2,0,12,2,10,EXCESS_TEST: 10/12 assertion(s) test behavior beyond problem scope.
matplotlib__matplotlib-20826,MINOR,0.3604,0.0000,0.0000,0.4000,desc_hidden_in_hints;desc_incomplete,desc_hidden_in_hints,2,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
matplotlib__matplotlib-20859,CLEAN,0.1400,0.0000,0.0000,0.3000,mistest_undertest,mistest_undertest,1,2,2,0,0,1,1,0,0,1,1,0,No contamination signals detected. Evaluation criteria appear fair.
matplotlib__matplotlib-21568,SEVERE,0.7022,0.0000,0.5000,0.6000,desc_hidden_in_hints;desc_incomplete;mistest_undertest;mistest_overtest,desc_hidden_in_hints,4,1,1,0,0,4,2,0,2,1,0,0,EXCESS_TEST: 2 F2P test(s) are entirely unrelated to the described problem.; VAGUE_SPEC: Problem statement has significant ambiguity (score: 0.60). Multiple valid solutions likely exist.
matplotlib__matplotlib-22719,MODERATE,0.5686,0.2500,0.0000,0.5000,mistest_undertest;mispatch_ancillary_bundling;desc_hidden_in_hints;desc_incomplete,desc_hidden_in_hints,4,2,1,1,0,1,1,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50)."
matplotlib__matplotlib-22865,MODERATE,0.6660,0.0000,0.3000,0.3000,mistest_customtest,mistest_customtest,1,1,1,0,0,3,0,3,0,3,3,0,No contamination signals detected. Evaluation criteria appear fair.
matplotlib__matplotlib-22871,MODERATE,0.5580,0.0000,0.0000,0.3000,mistest_customtest,mistest_customtest,1,1,1,0,0,1,1,0,0,1,1,0,No contamination signals detected. Evaluation criteria appear fair.
matplotlib__matplotlib-23299,SEVERE,0.8307,0.2500,1.0000,0.3000,mistest_overtest;mistest_undertest;desc_hidden_in_hints;mispatch_ancillary_bundling,mistest_overtest,4,2,1,1,0,1,0,0,1,2,0,2,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; EXCESS_TEST: 2/2 assertion(s) test behavior beyond problem scope.; EXCESS_TEST: 1 F2P test(s) are entirely unrelated to the described problem."
matplotlib__matplotlib-23314,SEVERE,0.7786,0.0000,0.6667,0.3000,mistest_sneaky_modification;mistest_overtest,mistest_sneaky_modification,2,1,1,0,0,3,1,0,2,1,0,0,EXCESS_TEST: 2 F2P test(s) are entirely unrelated to the described problem.
matplotlib__matplotlib-23412,SEVERE,0.8076,0.0000,1.0000,0.3500,mistest_undertest;mistest_overtest;mistest_customtest,mistest_customtest,3,1,1,0,0,1,1,0,0,4,0,4,EXCESS_TEST: 4/4 assertion(s) test behavior beyond problem scope.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.35).
matplotlib__matplotlib-23476,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,2,2,0,No contamination signals detected. Evaluation criteria appear fair.
matplotlib__matplotlib-24026,MODERATE,0.4400,0.1667,0.0000,0.3000,mistest_sneaky_modification,mistest_sneaky_modification,1,3,2,1,0,2,2,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
matplotlib__matplotlib-24149,MINOR,0.3354,0.0000,0.3000,0.3000,mistest_undertest;desc_hidden_in_hints,desc_hidden_in_hints,2,1,1,0,0,1,0,1,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
matplotlib__matplotlib-24177,MODERATE,0.5476,0.0000,1.0000,0.5000,mistest_undertest;mistest_overtest,mistest_overtest,2,1,1,0,0,1,0,0,1,4,0,4,EXCESS_TEST: 4/4 assertion(s) test behavior beyond problem scope.; EXCESS_TEST: 1 F2P test(s) are entirely unrelated to the described problem.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
matplotlib__matplotlib-24570,MODERATE,0.6020,0.0000,1.0000,0.2000,mistest_overtest,mistest_overtest,1,1,1,0,0,2,0,2,0,8,2,6,EXCESS_TEST: 6/8 assertion(s) test behavior beyond problem scope.
matplotlib__matplotlib-24627,CLEAN,0.0000,0.0000,0.0000,0.3500,clean,clean,1,1,1,0,0,1,1,0,0,4,4,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.35).
matplotlib__matplotlib-24637,MINOR,0.3753,0.0000,0.0000,0.5000,desc_hidden_in_hints;mistest_undertest,desc_hidden_in_hints,2,2,2,0,0,1,1,0,0,1,1,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
matplotlib__matplotlib-24870,SEVERE,0.8603,0.2000,1.0000,0.3000,mistest_overtest;desc_hidden_in_hints;mispatch_ancillary_bundling;scope_expansion,mistest_overtest,4,5,3,2,0,1,0,1,0,10,3,7,"EXCESS_PATCH: 2 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; EXCESS_TEST: 7/10 assertion(s) test behavior beyond problem scope."
matplotlib__matplotlib-24970,MODERATE,0.5302,0.0000,1.0000,0.3000,mistest_undertest;mistest_overtest,mistest_overtest,2,1,1,0,0,1,0,1,0,1,0,1,EXCESS_TEST: 1/1 assertion(s) test behavior beyond problem scope.
matplotlib__matplotlib-25122,CLEAN,0.1200,0.0000,0.0000,0.2000,mistest_undertest,mistest_undertest,1,2,2,0,0,12,12,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
matplotlib__matplotlib-25287,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,3,3,0,0,2,2,0,0,4,4,0,No contamination signals detected. Evaluation criteria appear fair.
matplotlib__matplotlib-25311,MODERATE,0.4588,0.0000,0.0000,0.3000,mistest_overtest;mistest_undertest,mistest_overtest,2,2,2,0,0,1,1,0,0,1,1,0,No contamination signals detected. Evaluation criteria appear fair.
matplotlib__matplotlib-25332,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
matplotlib__matplotlib-25479,SEVERE,0.9465,0.2500,1.0000,0.5000,mistest_overtest;mistest_customtest;mistest_sneaky_modification;mispatch_ancillary_bundling,mistest_sneaky_modification,4,2,1,1,0,2,0,1,1,3,1,2,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; EXCESS_TEST: 2/3 assertion(s) test behavior beyond problem scope.; EXCESS_TEST: 1 F2P test(s) are entirely unrelated to the described problem.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50)."
matplotlib__matplotlib-25775,SEVERE,0.7852,0.1250,0.1333,0.3500,mistest_customtest;mispatch_ancillary_bundling,mistest_customtest,2,12,9,3,0,7,7,0,0,15,13,2,"EXCESS_PATCH: 3 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; EXCESS_TEST: 2/15 assertion(s) test behavior beyond problem scope.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.35)."
matplotlib__matplotlib-25960,SEVERE,0.7281,0.2500,0.0000,0.3000,mistest_customtest;mispatch_ancillary_bundling,mistest_customtest,2,2,1,1,0,1,1,0,0,12,12,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
matplotlib__matplotlib-26113,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
matplotlib__matplotlib-26208,SEVERE,0.8901,0.5000,1.0000,0.3000,mistest_overtest;mistest_undertest;mispatch_overpatch;scope_expansion,mistest_overtest,4,2,1,0,1,2,0,0,2,6,0,6,EXCESS_PATCH: 1/2 hunk(s) modify code unrelated to the problem description. Agents should not be required to reproduce these changes.; EXCESS_TEST: 6/6 assertion(s) test behavior beyond problem scope.; EXCESS_TEST: 2 F2P test(s) are entirely unrelated to the described problem.
matplotlib__matplotlib-26291,MODERATE,0.4192,0.0000,0.0000,0.3000,desc_hidden_in_hints;mistest_undertest,desc_hidden_in_hints,2,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
matplotlib__matplotlib-26342,MODERATE,0.4233,0.2500,0.0000,0.3000,mispatch_ancillary_bundling;scope_expansion,scope_expansion,2,2,1,1,0,1,1,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
matplotlib__matplotlib-26466,MODERATE,0.5376,0.5000,0.3000,0.3000,mispatch_ancillary_bundling;mispatch_overpatch;mistest_undertest,mispatch_overpatch,3,4,2,0,2,1,0,1,0,1,0,0,EXCESS_PATCH: 2/4 hunk(s) modify code unrelated to the problem description. Agents should not be required to reproduce these changes.
mwaskom__seaborn-3069,MINOR,0.3933,0.3750,0.0000,0.5000,mispatch_ancillary_bundling;desc_incomplete,mispatch_ancillary_bundling,2,4,1,3,0,2,2,0,0,1,0,0,"EXCESS_PATCH: 3 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50)."
mwaskom__seaborn-3187,SEVERE,0.9517,1.0000,0.3000,0.5000,mistest_customtest;mistest_undertest;desc_incomplete;mispatch_approach_mismatch;scope_expansion,mistest_customtest,5,2,0,0,2,2,0,2,0,4,4,0,EXCESS_PATCH: 2/2 hunk(s) modify code unrelated to the problem description. Agents should not be required to reproduce these changes.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
pallets__flask-5014,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
psf__requests-1142,CLEAN,0.0000,0.0000,0.0000,0.5000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
psf__requests-1724,CLEAN,0.1440,0.2500,0.0000,0.3000,mistest_undertest,mistest_undertest,1,2,1,1,0,6,6,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
psf__requests-1766,MINOR,0.2340,0.5000,0.0000,0.3000,mispatch_ancillary_bundling,mispatch_ancillary_bundling,1,2,1,0,1,6,6,0,0,1,0,0,EXCESS_PATCH: 1/2 hunk(s) modify code unrelated to the problem description. Agents should not be required to reproduce these changes.
psf__requests-1921,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,6,6,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
psf__requests-2317,MINOR,0.1860,0.2500,0.0000,0.5000,mispatch_ancillary_bundling,mispatch_ancillary_bundling,1,2,1,1,0,8,8,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50)."
psf__requests-2931,MINOR,0.3600,0.5000,0.0000,0.3000,mispatch_overpatch,mispatch_overpatch,1,2,1,0,1,1,1,0,0,1,0,0,EXCESS_PATCH: 1/2 hunk(s) modify code unrelated to the problem description. Agents should not be required to reproduce these changes.
psf__requests-5414,MINOR,0.1800,0.0000,0.0000,0.4000,desc_incomplete,desc_incomplete,1,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
psf__requests-6028,MODERATE,0.6097,0.0000,1.0000,0.6000,mistest_undertest;desc_incomplete;desc_hidden_in_hints,desc_hidden_in_hints,3,1,1,0,0,2,0,0,2,1,0,0,EXCESS_TEST: 2 F2P test(s) are entirely unrelated to the described problem.; VAGUE_SPEC: Problem statement has significant ambiguity (score: 0.60). Multiple valid solutions likely exist.
pydata__xarray-2905,MINOR,0.3040,0.0000,0.0000,0.4000,mistest_undertest;desc_hidden_in_hints,desc_hidden_in_hints,2,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
pydata__xarray-3095,MINOR,0.3180,0.2500,0.0000,0.3000,mispatch_ancillary_bundling;mistest_undertest,mispatch_ancillary_bundling,2,6,3,3,0,1,1,0,0,1,0,0,"EXCESS_PATCH: 3 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
pydata__xarray-3151,CLEAN,0.1100,0.0000,0.0000,0.3500,mistest_undertest,mistest_undertest,1,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.35).
pydata__xarray-3305,MODERATE,0.4063,0.3000,0.0000,0.2000,mispatch_ancillary_bundling;mispatch_overpatch,mispatch_ancillary_bundling,2,5,3,1,1,1,1,0,0,1,0,0,EXCESS_PATCH: 1/5 hunk(s) modify code unrelated to the problem description. Agents should not be required to reproduce these changes.
pydata__xarray-3677,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
pydata__xarray-3993,MODERATE,0.4639,0.3000,0.3000,0.5000,mispatch_ancillary_bundling;mistest_undertest;desc_incomplete,desc_incomplete,3,5,2,3,0,2,0,2,0,1,0,0,"EXCESS_PATCH: 3 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50)."
pydata__xarray-4075,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,2,2,0,0,2,2,0,No contamination signals detected. Evaluation criteria appear fair.
pydata__xarray-4094,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
pydata__xarray-4356,MODERATE,0.6105,0.0000,0.8000,0.4000,mistest_overtest;desc_incomplete,mistest_overtest,2,1,1,0,0,8,0,8,0,16,8,8,EXCESS_TEST: 8/16 assertion(s) test behavior beyond problem scope.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
pydata__xarray-4629,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
pydata__xarray-4687,CLEAN,0.0000,0.0000,0.0000,0.5000,clean,clean,1,4,4,0,0,1,1,0,0,1,1,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
pydata__xarray-4695,CLEAN,0.1100,0.0000,0.0000,0.3000,mistest_undertest,mistest_undertest,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
pydata__xarray-4966,CLEAN,0.0000,0.0000,0.3000,0.4000,clean,clean,1,1,1,0,0,4,0,4,0,8,8,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
pydata__xarray-6461,MODERATE,0.5476,0.0000,0.0000,0.4000,mistest_overtest;desc_incomplete,mistest_overtest,2,1,1,0,0,1,1,0,0,1,1,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
pydata__xarray-6599,MINOR,0.1840,0.0000,1.0000,0.4500,mistest_undertest,mistest_undertest,1,2,2,0,0,1,0,0,1,1,0,0,EXCESS_TEST: 1 F2P test(s) are entirely unrelated to the described problem.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.45).
pydata__xarray-6721,CLEAN,0.0000,0.0000,0.0000,0.4000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
pydata__xarray-6744,MODERATE,0.5760,0.0000,0.0000,0.3500,mistest_sneaky_modification,mistest_sneaky_modification,1,1,1,0,0,9,9,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.35).
pydata__xarray-6938,MODERATE,0.4927,0.5833,0.0000,0.4000,mispatch_ancillary_bundling;mispatch_overpatch;mistest_undertest,mispatch_overpatch,3,6,1,3,2,1,1,0,0,1,0,0,EXCESS_PATCH: 2/6 hunk(s) modify code unrelated to the problem description. Agents should not be required to reproduce these changes.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
pydata__xarray-6992,SEVERE,0.9337,0.6875,1.0000,0.3500,mistest_overtest;mistest_sneaky_modification;mispatch_ancillary_bundling;scope_expansion,mistest_overtest,4,8,0,5,3,14,9,0,5,10,0,10,EXCESS_PATCH: 3/8 hunk(s) modify code unrelated to the problem description. Agents should not be required to reproduce these changes.; EXCESS_TEST: 10/10 assertion(s) test behavior beyond problem scope.; EXCESS_TEST: 5 F2P test(s) are entirely unrelated to the described problem.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.35).
pydata__xarray-7229,MODERATE,0.6724,0.0000,0.6333,0.3000,mistest_sneaky_modification;mistest_overtest,mistest_sneaky_modification,2,2,2,0,0,1,0,1,0,6,4,2,EXCESS_TEST: 2/6 assertion(s) test behavior beyond problem scope.
pydata__xarray-7233,CLEAN,0.0000,0.0000,0.0000,0.4000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
pydata__xarray-7393,MINOR,0.3400,0.0000,0.0000,0.4000,desc_hidden_in_hints,desc_hidden_in_hints,1,1,1,0,0,2,2,0,0,2,2,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
pylint-dev__pylint-4551,SEVERE,0.8066,0.3571,1.0000,0.4000,mistest_overtest;mispatch_overpatch;mispatch_ancillary_bundling,mistest_overtest,3,7,3,3,1,10,3,4,3,8,2,6,EXCESS_PATCH: 1/7 hunk(s) modify code unrelated to the problem description. Agents should not be required to reproduce these changes.; EXCESS_TEST: 6/8 assertion(s) test behavior beyond problem scope.; EXCESS_TEST: 3 F2P test(s) are entirely unrelated to the described problem.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
pylint-dev__pylint-4604,MINOR,0.2686,0.3333,0.0143,0.3000,mispatch_ancillary_bundling;mistest_undertest,mispatch_ancillary_bundling,2,3,1,2,0,21,20,1,0,1,0,0,"EXCESS_PATCH: 2 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
pylint-dev__pylint-4661,SEVERE,0.7888,0.4000,1.0000,0.5000,mistest_sneaky_modification;mispatch_ancillary_bundling;desc_incomplete,mistest_sneaky_modification,3,5,1,4,0,1,0,0,1,1,0,0,"EXCESS_PATCH: 4 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; EXCESS_TEST: 1 F2P test(s) are entirely unrelated to the described problem.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50)."
pylint-dev__pylint-4970,MODERATE,0.4200,0.0000,0.5000,0.3000,mistest_overtest,mistest_overtest,1,1,1,0,0,1,1,0,0,2,1,1,EXCESS_TEST: 1/2 assertion(s) test behavior beyond problem scope.
pylint-dev__pylint-6386,SEVERE,0.7515,0.2500,0.0000,0.3000,mispatch_ancillary_bundling;mispatch_overpatch;mistest_undertest;mistest_customtest,mistest_customtest,4,8,5,2,1,1,1,0,0,1,1,0,EXCESS_PATCH: 1/8 hunk(s) modify code unrelated to the problem description. Agents should not be required to reproduce these changes.
pylint-dev__pylint-6528,MINOR,0.3850,0.1000,0.0000,0.3000,desc_misleading,desc_misleading,1,5,4,1,0,4,4,0,0,4,4,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
pylint-dev__pylint-6903,CLEAN,0.0000,0.0000,0.0000,0.4000,clean,clean,1,1,1,0,0,1,1,0,0,1,1,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40).
pylint-dev__pylint-7080,SEVERE,0.7249,0.0000,0.0000,0.3000,desc_misleading;desc_incomplete;desc_hidden_in_hints;mistest_undertest,desc_misleading,4,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
pylint-dev__pylint-7277,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,3,3,0,No contamination signals detected. Evaluation criteria appear fair.
pylint-dev__pylint-8898,SEVERE,0.7237,0.3000,0.3000,0.5000,mispatch_ancillary_bundling;scope_expansion;mistest_undertest;mistest_sneaky_modification,mistest_sneaky_modification,4,5,2,3,0,1,0,1,0,1,0,0,"EXCESS_PATCH: 3 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50)."
pytest-dev__pytest-10051,SEVERE,0.8245,0.3333,0.9667,0.3000,mistest_overtest;mistest_customtest;mispatch_ancillary_bundling,mistest_overtest,3,3,2,0,1,1,0,1,0,9,3,6,EXCESS_PATCH: 1/3 hunk(s) modify code unrelated to the problem description. Agents should not be required to reproduce these changes.; EXCESS_TEST: 6/9 assertion(s) test behavior beyond problem scope.
pytest-dev__pytest-10081,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,1,0,No contamination signals detected. Evaluation criteria appear fair.
pytest-dev__pytest-10356,MODERATE,0.5040,0.0000,0.5000,0.5000,mistest_overtest,mistest_overtest,1,2,2,0,0,1,1,0,0,2,1,1,EXCESS_TEST: 1/2 assertion(s) test behavior beyond problem scope.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50).
pytest-dev__pytest-5262,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
pytest-dev__pytest-5631,CLEAN,0.0000,0.0000,0.0000,0.2500,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
pytest-dev__pytest-5787,CLEAN,0.0000,0.1250,0.0000,0.3000,clean,clean,1,4,3,1,0,2,2,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
pytest-dev__pytest-5809,MODERATE,0.4800,0.0000,0.0000,0.2000,mistest_sneaky_modification,mistest_sneaky_modification,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
pytest-dev__pytest-5840,SEVERE,0.9603,0.1429,1.0000,0.5000,mistest_overtest;mistest_customtest;mistest_sneaky_modification;mispatch_ancillary_bundling;desc_incomplete,mistest_customtest,5,7,5,2,0,2,0,2,0,4,0,4,"EXCESS_PATCH: 2 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; EXCESS_TEST: 4/4 assertion(s) test behavior beyond problem scope.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50)."
pytest-dev__pytest-6197,SEVERE,0.7652,0.5000,1.0000,0.3000,mistest_overtest;mispatch_overpatch;mispatch_ancillary_bundling,mistest_overtest,3,3,1,1,1,2,1,0,1,2,1,1,EXCESS_PATCH: 1/3 hunk(s) modify code unrelated to the problem description. Agents should not be required to reproduce these changes.; EXCESS_TEST: 1/2 assertion(s) test behavior beyond problem scope.; EXCESS_TEST: 1 F2P test(s) are entirely unrelated to the described problem.
pytest-dev__pytest-6202,CLEAN,0.0000,0.0000,0.0000,0.3500,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.35).
pytest-dev__pytest-7205,CLEAN,0.1320,0.2500,0.0000,0.4000,mistest_undertest,mistest_undertest,1,2,1,1,0,10,10,0,0,1,1,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.40)."
pytest-dev__pytest-7236,MODERATE,0.5695,0.1250,1.0000,0.2000,mistest_overtest;mistest_undertest,mistest_overtest,2,4,3,1,0,1,0,1,0,1,0,1,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; EXCESS_TEST: 1/1 assertion(s) test behavior beyond problem scope."
pytest-dev__pytest-7324,MINOR,0.3571,0.1667,0.0000,0.5000,mispatch_ancillary_bundling;desc_incomplete,mispatch_ancillary_bundling,2,3,2,1,0,3,3,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; VAGUE_SPEC: Problem statement has moderate ambiguity (score: 0.50)."
pytest-dev__pytest-7432,CLEAN,0.0000,0.0000,0.0000,0.2000,clean,clean,1,1,1,0,0,1,1,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
pytest-dev__pytest-7490,MINOR,0.2040,0.2500,0.0000,0.3000,mispatch_ancillary_bundling,mispatch_ancillary_bundling,1,2,1,1,0,2,2,0,0,1,0,0,"EXCESS_PATCH: 1 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness."
pytest-dev__pytest-7521,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,2,2,0,0,1,0,0,No contamination signals detected. Evaluation criteria appear fair.
pytest-dev__pytest-7571,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,3,3,0,0,1,1,0,0,1,1,0,No contamination signals detected. Evaluation criteria appear fair.
pytest-dev__pytest-7982,CLEAN,0.0000,0.0000,0.0000,0.3000,clean,clean,1,1,1,0,0,1,1,0,0,1,1,0,No contamination signals detected. Evaluation criteria appear fair.
pytest-dev__pytest-8399,SEVERE,0.7299,0.8000,1.0000,0.3000,mistest_undertest;mispatch_overpatch;scope_expansion,mispatch_overpatch,3,5,1,0,4,1,1,0,0,2,0,2,EXCESS_PATCH: 4/5 hunk(s) modify code unrelated to the problem description. Agents should not be required to reproduce these changes.; EXCESS_TEST: 2/2 assertion(s) test behavior beyond problem scope.
scikit-learn__scikit-learn-10297,SEVERE,0.7963,0.3333,0.8000,0.3000,mispatch_ancillary_bundling;mistest_customtest;mistest_sneaky_modification,mistest_customtest,3,3,1,2,0,1,0,1,0,2,1,1,"EXCESS_PATCH: 2 hunk(s) are infrastructure changes (imports, config). Minor impact on evaluation fairness.; EXCESS_TEST: 1/2 assertion(s) test behavior beyond problem scope."
